County,FIPS,Democrats,Republicans,Libertarians,Green,NoLabels,Constitution,JusticeForAll,WeThePeople,Unaffiliated,White,Black,AmericanIndian,NativeHawaiian,Asian,Multiracial,Undesignated,Other,Hispanic,Male,Female,UnDisclosedGender,Total,Week Ending
JONES,103,2477,2354,35,0,8,0,0,0,2322,4452,2040,13,1,20,23,552,95,105,3087,3549,560,7196,03/09/2024
LEE,105,12443,12045,288,9,35,0,0,0,14848,25432,7359,141,6,258,270,3756,2446,3483,16645,19876,3147,39668,03/09/2024
LENOIR,107,16374,10498,148,12,77,0,0,0,10942,18851,14708,64,7,101,126,3354,840,893,15388,19297,3366,38051,03/09/2024
LINCOLN,109,11723,32136,434,15,62,0,0,0,23445,57092,3652,88,2,324,151,4834,1672,2152,30129,32737,4949,67815,03/09/2024
MACON,113,4915,12482,195,3,6,0,0,0,10708,25930,200,63,0,118,63,1417,518,578,13095,14728,486,28309,03/09/2024
MADISON,115,4912,4827,117,10,22,0,0,0,7149,15299,129,27,0,48,44,1284,206,194,7486,8070,1481,17037,03/09/2024
MARTIN,117,7602,3516,52,2,4,0,0,0,4813,8562,6278,28,0,25,52,837,207,196,6689,8473,827,15989,03/09/2024
MCDOWELL,111,5516,13151,185,6,32,0,0,0,11086,27135,822,36,1,138,127,1138,579,643,13604,15046,1326,29976,03/09/2024
MECKLENBURG,119,322951,156029,5955,274,991,0,0,0,303181,404667,240541,2069,64,22730,5129,71875,42306,45733,331433,397841,60107,789381,03/09/2024
MITCHELL,121,1048,6501,44,3,6,0,0,0,3649,10097,41,12,1,15,14,980,91,145,4991,5455,805,11251,03/09/2024
MONTGOMERY,123,5052,6328,84,2,13,0,0,0,5631,11971,2960,46,1,186,44,1266,636,838,7541,8480,1089,17110,03/09/2024
MOORE,125,14984,31134,628,14,49,0,0,0,28621,60622,7445,355,6,637,229,3941,2195,1840,33133,38872,3425,75430,03/09/2024
NASH,127,28231,19435,311,8,82,0,0,0,19394,34061,26134,348,4,337,282,4391,1904,1880,28466,34752,4243,67461,03/09/2024
NORTHAMPTON,131,7696,1571,38,4,12,0,0,0,3397,5050,6951,35,0,7,20,566,89,68,5507,6571,640,12718,03/09/2024
ONSLOW,133,24171,48141,1817,34,179,0,0,0,52342,86113,19224,475,36,1742,835,11475,6784,7932,54137,62375,10172,126684,03/09/2024
ORANGE,135,50386,13327,558,30,47,0,0,0,44731,75567,11548,236,2,5173,1039,11341,4173,4379,44823,53178,11078,109079,03/09/2024
PAMLICO,137,2788,4158,60,5,7,0,0,0,3280,8016,1439,27,0,40,16,649,111,119,4571,5127,600,10298,03/09/2024
PASQUOTANK,139,10954,7681,218,7,36,0,0,0,11127,16952,9929,40,2,158,168,2091,683,438,12869,15087,2067,30023,03/09/2024
PENDER,141,10841,19896,430,14,58,0,0,0,18234,38085,5806,125,4,225,150,3824,1254,1363,21628,23955,3890,49473,03/09/2024
PERQUIMANS,143,2904,3591,58,2,12,0,0,0,3724,7596,1976,19,2,21,24,544,109,65,4510,5201,580,10291,03/09/2024
PERSON,145,9417,8224,124,6,18,0,0,0,9909,18000,6883,118,2,58,102,1998,537,538,11927,13904,1867,27698,03/09/2024
PITT,147,48086,30826,786,35,135,0,0,0,42359,65074,40497,246,8,1065,701,10222,4414,3538,49401,61851,10975,122227,03/09/2024
POLK,149,3580,6260,114,5,13,0,0,0,6687,14761,581,10,2,52,37,944,272,313,7388,8736,535,16659,03/09/2024
RANDOLPH,151,14880,49868,602,9,76,0,0,0,30345,78015,6091,314,7,711,220,6787,3635,4066,42380,47359,6041,95780,03/09/2024
RICHMOND,153,11797,7603,131,8,33,0,0,0,9012,16798,8870,415,0,151,59,1478,813,627,12510,14751,1323,28584,03/09/2024
ROBESON,155,34637,13764,244,10,105,0,0,0,24329,20306,19040,25173,26,305,464,4820,2955,2279,31308,38922,2859,73089,03/09/2024
ROCKINGHAM,157,17381,24405,334,14,43,0,0,0,19350,43030,11069,101,0,215,169,5728,1215,1307,27407,32032,2088,61527,03/09/2024
ROWAN,159,22274,41614,626,17,145,0,0,0,32493,70687,15305,178,6,511,338,7385,2759,3214,41957,47831,7381,97169,03/09/2024
RUTHERFORD,161,9736,20083,256,6,34,0,0,0,16318,37766,3975,55,0,137,117,3505,878,935,20086,23097,3250,46433,03/09/2024
SAMPSON,163,12567,15479,178,3,67,0,0,0,9955,22199,10014,535,0,95,129,2978,2299,3008,16615,19692,1942,38249,03/09/2024
SCOTLAND,165,9867,4662,78,8,24,0,0,0,7070,9733,8124,1712,10,163,93,1605,269,233,8921,11285,1503,21709,03/09/2024
STANLY,167,8379,21208,215,19,78,0,0,0,14587,34331,4604,77,3,433,65,4191,782,751,18819,21333,4334,44486,03/09/2024
STOKES,169,5151,17032,216,11,21,0,0,0,10014,27915,1189,51,1,63,77,2753,396,471,15440,16946,59,32445,03/09/2024
SURRY,171,9113,22347,243,15,38,0,0,0,16022,40578,1691,47,2,126,94,3754,1486,2176,21072,23626,3080,47778,03/09/2024
SWAIN,173,2750,3116,67,5,5,0,0,0,3886,7509,99,1544,1,35,30,488,123,85,4465,4964,400,9829,03/09/2024
TRANSYLVANIA,175,5625,8456,154,3,14,0,0,0,11987,23389,727,50,1,88,75,1593,316,271,11466,13224,1549,26239,03/09/2024
TYRRELL,177,994,465,8,0,1,0,0,0,841,1417,640,3,0,20,5,178,46,43,1015,1105,189,2309,03/09/2024
UNION,179,39860,70627,1180,47,175,0,0,0,66497,124894,19890,522,10,4205,784,19848,8233,9107,76557,84910,16919,178386,03/09/2024
VANCE,181,16049,5025,104,7,29,0,0,0,7062,11316,13996,59,1,92,104,1989,719,775,11621,14827,1828,28276,03/09/2024
WAKE,183,286633,176632,6317,263,888,0,0,0,352340,504466,147367,2122,58,34233,5502,87511,41814,36491,347311,398504,77258,823073,03/09/2024
WARREN,185,7748,2290,42,1,14,0,0,0,3093,5458,6224,526,2,26,44,736,172,127,5648,6807,733,13188,03/09/2024
WASHINGTON,187,4509,1413,24,0,1,0,0,0,1996,3614,3724,9,0,18,17,473,88,66,3340,4155,448,7943,03/09/2024
WATAUGA,189,11284,12436,399,47,11,0,0,0,20177,38678,843,62,10,376,459,3135,791,1276,19117,22177,3060,44354,03/09/2024
WAYNE,191,26654,25589,443,16,161,0,0,0,21728,41415,23316,133,4,522,342,5244,3615,3221,31362,37691,5538,74591,03/09/2024
WILKES,193,6709,24186,210,5,31,0,0,0,12994,38597,1586,48,0,132,118,2848,806,987,19525,21574,3036,44135,03/09/2024
WILSON,195,24688,13924,247,10,67,0,0,0,16227,27012,21826,115,0,281,168,3745,2016,1947,23052,29014,3097,55163,03/09/2024
YADKIN,197,2944,14198,138,4,16,0,0,0,7664,21722,729,24,1,59,37,1615,777,1021,11184,12231,1549,24964,03/09/2024
YANCEY,199,3702,5416,86,2,15,0,0,0,5109,13071,75,25,1,28,26,959,145,158,6450,7038,842,14330,03/09/2024
ALAMANCE,001,37095,36693,699,25,51,0,0,0,39239,73949,23549,259,10,1077,673,9574,4711,6058,47521,57552,8729,113802,03/16/2024
ALEXANDER,003,4122,12193,113,3,19,0,0,0,8741,22075,966,35,1,154,37,1549,374,511,11423,12191,1577,25191,03/16/2024
ALLEGHANY,005,1727,3353,43,0,6,0,0,0,2829,7067,73,7,0,6,15,655,135,239,3541,3818,599,7958,03/16/2024
ANSON,007,8770,3120,57,2,11,0,0,0,4138,6823,6452,31,1,97,22,2485,187,141,6139,7398,2561,16098,03/16/2024
ASHE,009,3718,9271,106,2,10,0,0,0,7140,18620,117,24,2,52,18,1192,222,335,9123,10037,1087,20247,03/16/2024
AVERY,011,1295,7348,65,1,10,0,0,0,4105,11645,62,19,0,25,19,935,119,116,5729,6285,810,12824,03/16/2024
BEAUFORT,013,10235,12866,135,3,16,0,0,0,11000,23936,7163,41,2,61,69,2264,719,687,14671,17228,2356,34255,03/16/2024
BERTIE,015,7656,1705,38,1,2,0,0,0,3247,4599,7114,19,1,32,18,796,70,56,5270,6585,794,12649,03/16/2024
BLADEN,017,9222,5501,89,2,11,0,0,0,7806,12661,7552,408,3,23,94,1379,511,615,9864,11616,1151,22631,03/16/2024
BRUNSWICK,019,27236,53309,714,18,78,0,0,0,50547,109783,8998,386,9,520,254,9736,2216,2111,56123,64924,10855,131902,03/16/2024
BUNCOMBE,021,72592,44917,1644,109,160,0,0,0,89238,173503,10200,342,45,1555,991,16507,5517,5416,89014,104327,15319,208660,03/16/2024
BURKE,023,12487,23615,360,8,27,0,0,0,22432,49241,3065,90,1,949,128,4075,1380,1422,25843,28807,4279,58929,03/16/2024
CABARRUS,025,43669,51442,1225,68,187,0,0,0,58889,97635,31530,401,10,3560,745,14704,6895,7426,65274,76507,13699,155480,03/16/2024
CALDWELL,027,9291,26598,372,5,32,0,0,0,17615,46109,2553,74,0,187,134,3918,938,1166,23884,26439,3590,53913,03/16/2024
CAMDEN,029,1411,3223,76,0,12,0,0,0,3805,6988,938,10,1,35,18,381,156,64,3908,4188,431,8527,03/16/2024
CARTERET,031,9298,26048,359,7,36,0,0,0,20941,49042,2232,105,7,296,136,4122,749,750,24585,27827,4277,56689,03/16/2024
CASWELL,033,5946,4279,62,2,7,0,0,0,4945,9436,4549,23,1,30,49,940,213,234,6681,7605,955,15241,03/16/2024
CATAWBA,035,20102,48402,674,19,137,0,0,0,42614,87009,8736,145,4,2523,346,8688,4497,4971,48876,54394,8678,111948,03/16/2024
CHATHAM,037,20999,14378,326,13,49,0,0,0,25086,44650,5872,125,3,1063,257,6881,2000,2355,25051,29178,6622,60851,03/16/2024
CHEROKEE,039,3294,11987,151,1,9,0,0,0,7905,21743,248,119,1,88,32,882,234,247,11021,11845,481,23347,03/16/2024
CHOWAN,041,3631,3165,43,1,8,0,0,0,3527,6756,2868,14,5,16,24,579,113,87,4502,5493,380,10375,03/16/2024
CLAY,043,1380,4792,61,0,2,0,0,0,3618,9249,42,16,0,17,10,441,78,91,4505,4939,409,9853,03/16/2024
CLEVELAND,045,19756,26111,410,13,50,0,0,0,21507,47244,13322,90,4,315,220,5494,1158,1084,28928,33534,5385,67847,03/16/2024
COLUMBUS,047,13998,10912,114,4,6,0,0,0,11508,22136,10298,943,4,64,88,2406,603,566,15705,18562,2275,36542,03/16/2024
CRAVEN,049,19932,28330,597,21,100,0,0,0,27414,53180,14274,180,8,1196,289,4909,2358,2214,32745,38830,4819,76394,03/16/2024
CUMBERLAND,051,87053,49086,1836,82,306,0,0,0,75313,86498,85200,2366,69,3446,2076,20781,13240,13854,86087,107111,20478,213676,03/16/2024
CURRITUCK,053,3353,10240,218,4,35,0,0,0,10423,21009,1198,47,3,104,75,1371,466,261,11155,11791,1327,24273,03/16/2024
DARE,055,7491,11426,258,11,25,0,0,0,14045,30062,559,37,1,127,62,1817,591,360,14983,16487,1786,33256,03/16/2024
DAVIDSON,057,21302,56170,707,18,139,0,0,0,38190,92576,10730,244,7,862,263,8899,2945,3317,50630,57291,8605,116526,03/16/2024
DAVIE,059,4645,16550,159,10,44,0,0,0,11159,27403,1929,45,0,141,81,2307,661,879,14431,16104,2032,32567,03/16/2024
DUPLIN,061,10724,9924,132,9,27,0,0,0,10702,18397,8111,72,1,69,135,3110,1623,2426,13372,15655,2491,31518,03/16/2024
DURHAM,063,124540,23369,1191,77,243,0,0,0,86008,113612,73181,569,38,8560,2689,26851,9928,11758,92845,117972,24611,235428,03/16/2024
EDGECOMBE,065,20460,6621,105,4,36,0,0,0,7042,12011,19303,59,2,47,114,2122,610,635,13914,18251,2103,34268,03/16/2024
FORSYTH,067,97231,71061,1682,88,279,0,0,0,94326,159458,65266,512,30,3422,1527,23764,10688,13744,108574,133672,22421,264667,03/16/2024
FRANKLIN,069,16787,16282,389,9,49,0,0,0,18589,32983,12022,140,3,312,193,4726,1726,1953,21820,25029,5256,52105,03/16/2024
GASTON,071,40437,60480,1181,34,246,0,0,0,54099,108616,27565,332,4,1357,658,12564,5381,6100,66688,78450,11339,156477,03/16/2024
GATES,073,3414,2135,37,2,8,0,0,0,2669,5146,2449,16,0,11,40,519,84,55,3604,4102,559,8265,03/16/2024
GRAHAM,075,1080,3082,33,0,1,0,0,0,1908,5536,9,262,1,19,5,230,42,39,2864,3032,208,6104,03/16/2024
GRANVILLE,077,15938,11051,221,7,56,0,0,0,13415,23155,11517,78,3,180,193,4270,1292,1216,16548,19153,4987,40688,03/16/2024
GREENE,079,4804,2532,28,1,13,0,0,0,3543,5951,3760,12,0,17,24,678,479,522,4718,5636,567,10921,03/16/2024
GUILFORD,081,154945,88530,2214,98,289,0,0,0,131511,193551,125518,956,28,9742,2689,30409,14694,14249,158348,197311,21928,377587,03/16/2024
HALIFAX,083,20315,4861,103,3,42,0,0,0,10488,13716,18378,1038,5,173,138,1953,411,313,15315,18594,1903,35812,03/16/2024
HARNETT,085,23986,31036,804,32,128,0,0,0,30423,53458,17630,473,17,660,506,9023,4642,5484,36012,42225,8172,86409,03/16/2024
HAYWOOD,087,11919,16235,310,14,26,0,0,0,17564,42508,476,117,0,154,96,2178,539,626,20773,23618,1677,46068,03/16/2024
HENDERSON,089,17107,32173,624,28,75,0,0,0,39519,77668,2385,145,10,540,390,5941,2447,2972,38421,45633,5472,89526,03/16/2024
HERTFORD,091,8785,1567,38,2,9,0,0,0,3388,4455,8290,94,2,41,57,706,144,99,5690,7434,665,13789,03/16/2024
HOKE,093,13793,7471,312,16,26,0,0,0,12105,13239,12705,1970,16,348,255,2813,2377,2473,14611,17435,1677,33723,03/16/2024
HYDE,095,1364,683,16,0,0,0,0,0,1128,2387,573,0,0,1,9,175,46,67,1416,1610,165,3191,03/16/2024
IREDELL,097,27327,57262,900,29,125,0,0,0,53454,108127,14933,221,5,1520,452,9570,4269,4961,61402,68005,9690,139097,03/16/2024
JACKSON,099,8404,8555,255,16,12,0,0,0,12803,24593,624,1581,6,245,190,2156,650,776,13119,14690,2236,30045,03/16/2024
JOHNSTON,101,39988,57729,1218,47,316,0,0,0,56626,104772,25982,434,17,952,649,16253,6865,8954,67541,77691,10692,155924,03/16/2024
JONES,103,2472,2353,35,0,8,0,0,0,2319,4447,2036,13,1,20,23,552,95,105,3083,3544,560,7187,03/16/2024
LEE,105,12430,12040,288,9,35,0,0,0,14839,25415,7350,141,6,258,270,3756,2445,3482,16631,19863,3147,39641,03/16/2024
LENOIR,107,16377,10504,148,12,77,0,0,0,10940,18853,14711,64,7,102,126,3355,840,893,15394,19298,3366,38058,03/16/2024
LINCOLN,109,11702,32106,434,15,62,0,0,0,23431,57033,3649,88,2,324,151,4831,1672,2152,30092,32714,4944,67750,03/16/2024
MACON,113,4912,12479,195,3,6,0,0,0,10704,25922,200,63,0,117,63,1416,518,578,13090,14723,486,28299,03/16/2024
MADISON,115,4902,4827,117,10,22,0,0,0,7153,15281,129,27,0,48,44,1296,206,194,7479,8062,1490,17031,03/16/2024
MARTIN,117,7602,3516,52,2,4,0,0,0,4814,8563,6278,28,0,25,52,837,207,196,6689,8474,827,15990,03/16/2024
MCDOWELL,111,5508,13152,185,6,32,0,0,0,11079,27123,822,36,1,138,127,1136,579,643,13597,15042,1323,29962,03/16/2024
MECKLENBURG,119,322948,156027,5955,274,991,0,0,0,303179,404657,240541,2069,64,22730,5128,71881,42304,45733,331431,397838,60105,789374,03/16/2024
MITCHELL,121,1047,6505,44,3,6,0,0,0,3649,10095,41,12,1,15,14,984,92,145,4989,5459,806,11254,03/16/2024
MONTGOMERY,123,5042,6333,85,2,14,0,0,0,5633,11954,2956,46,1,186,44,1287,635,837,7525,8472,1112,17109,03/16/2024
MOORE,125,14982,31134,626,14,49,0,0,0,28617,60616,7445,355,6,637,229,3939,2195,1840,33132,38866,3424,75422,03/16/2024
NASH,127,28230,19436,311,8,82,0,0,0,19387,34057,26131,348,4,337,282,4391,1904,1880,28464,34747,4243,67454,03/16/2024
NORTHAMPTON,131,7677,1569,38,4,12,0,0,0,3395,5043,6935,35,0,7,20,566,89,68,5494,6560,641,12695,03/16/2024
ONSLOW,133,24168,48140,1817,34,179,0,0,0,52338,86108,19223,475,36,1742,835,11474,6783,7931,54130,62374,10172,126676,03/16/2024
ORANGE,135,50332,13315,558,30,47,0,0,0,44713,75511,11530,236,2,5170,1035,11335,4176,4375,44787,53144,11064,108995,03/16/2024
PAMLICO,137,2789,4159,60,5,7,0,0,0,3280,8013,1440,27,0,40,16,652,112,119,4571,5129,600,10300,03/16/2024
PASQUOTANK,139,10950,7677,218,7,36,0,0,0,11127,16944,9928,40,2,158,168,2092,683,439,12866,15081,2068,30015,03/16/2024
PENDER,141,10841,19898,430,14,58,0,0,0,18234,38087,5807,125,4,225,150,3823,1254,1363,21629,23957,3889,49475,03/16/2024
PERQUIMANS,143,2905,3597,58,2,12,0,0,0,3723,7598,1975,19,2,21,24,549,109,65,4512,5202,583,10297,03/16/2024
PERSON,145,9400,8223,124,6,18,0,0,0,9902,17986,6872,118,2,58,102,1997,538,537,11918,13889,1866,27673,03/16/2024
PITT,147,48078,30820,786,35,135,0,0,0,42344,65064,40489,246,8,1065,701,10212,4413,3538,49388,61843,10967,122198,03/16/2024
POLK,149,3578,6258,114,5,13,0,0,0,6684,14755,581,10,2,52,37,943,272,313,7384,8734,534,16652,03/16/2024
RANDOLPH,151,14859,49835,602,9,76,0,0,0,30330,77952,6087,314,7,711,220,6787,3633,4065,42350,47320,6041,95711,03/16/2024
RICHMOND,153,11799,7604,131,8,33,0,0,0,9014,16794,8869,415,0,151,59,1485,816,629,12510,14751,1328,28589,03/16/2024
ROBESON,155,34655,13781,245,10,105,0,0,0,24334,20308,19042,25195,26,305,464,4834,2956,2280,31327,38944,2859,73130,03/16/2024
ROCKINGHAM,157,17370,24404,334,14,43,0,0,0,19347,43022,11060,100,0,215,169,5731,1215,1307,27399,32027,2086,61512,03/16/2024
ROWAN,159,22264,41610,626,17,145,0,0,0,32490,70675,15302,177,6,511,338,7384,2759,3214,41951,47821,7380,97152,03/16/2024
RUTHERFORD,161,9735,20078,256,6,34,0,0,0,16312,37752,3975,55,0,137,117,3507,878,935,20084,23091,3246,46421,03/16/2024
SAMPSON,163,12563,15478,178,3,67,0,0,0,9952,22197,10012,535,0,95,128,2977,2297,3007,16611,19689,1941,38241,03/16/2024
SCOTLAND,165,9858,4660,78,8,24,0,0,0,7067,9728,8117,1711,10,163,93,1604,269,233,8914,11279,1502,21695,03/16/2024
STANLY,167,8375,21205,215,19,78,0,0,0,14582,34319,4602,77,3,433,65,4193,782,751,18812,21327,4335,44474,03/16/2024
STOKES,169,5151,17030,216,11,21,0,0,0,10012,27914,1189,52,1,63,77,2749,396,471,15436,16946,59,32441,03/16/2024
SURRY,171,9113,22345,243,15,38,0,0,0,16020,40576,1691,47,2,126,94,3752,1486,2176,21071,23625,3078,47774,03/16/2024
SWAIN,173,2751,3117,67,5,5,0,0,0,3887,7512,99,1544,1,35,30,488,123,85,4467,4965,400,9832,03/16/2024
TRANSYLVANIA,175,5627,8463,154,3,14,0,0,0,11988,23380,727,50,1,88,75,1612,316,271,11466,13223,1560,26249,03/16/2024
TYRRELL,177,995,465,8,0,1,0,0,0,843,1417,640,3,0,20,5,181,46,43,1015,1106,191,2312,03/16/2024
UNION,179,39837,70601,1179,47,175,0,0,0,66479,124843,19876,522,10,4204,784,19847,8232,9105,76524,84878,16916,178318,03/16/2024
VANCE,181,16046,5025,104,7,29,0,0,0,7059,11316,13992,60,1,92,104,1985,720,775,11618,14827,1825,28270,03/16/2024
WAKE,183,286625,176625,6316,263,888,0,0,0,352298,504454,147356,2121,58,34231,5501,87481,41813,36490,347295,398491,77229,823015,03/16/2024
WARREN,185,7751,2298,42,1,16,0,0,0,3106,5470,6233,528,2,26,44,738,173,128,5670,6807,737,13214,03/16/2024
WASHINGTON,187,4511,1413,24,0,1,0,0,0,1998,3616,3726,9,0,18,17,473,88,66,3343,4156,448,7947,03/16/2024
WATAUGA,189,11275,12433,399,47,11,0,0,0,20172,38663,843,62,10,376,459,3136,788,1275,19109,22168,3060,44337,03/16/2024
WAYNE,191,26651,25590,443,16,161,0,0,0,21727,41414,23314,133,4,522,342,5243,3616,3221,31360,37691,5537,74588,03/16/2024
WILKES,193,6691,24158,210,5,31,0,0,0,12983,38543,1585,48,0,132,118,2846,806,987,19502,21544,3032,44078,03/16/2024
WILSON,195,24688,13922,247,10,67,0,0,0,16227,27010,21826,115,0,281,168,3745,2016,1947,23050,29014,3097,55161,03/16/2024
YADKIN,197,2944,14198,138,4,16,0,0,0,7663,21721,729,24,1,59,37,1615,777,1021,11185,12231,1547,24963,03/16/2024
YANCEY,199,3704,5416,86,2,15,0,0,0,5107,13074,75,25,1,28,26,956,145,158,6453,7038,839,14330,03/16/2024
ALAMANCE,001,37078,36679,699,25,51,0,0,0,39224,73917,23537,259,10,1077,673,9572,4711,6058,47502,57527,8727,113756,03/23/2024
ALEXANDER,003,4122,12194,113,3,19,0,0,0,8741,22075,966,35,1,154,37,1550,374,511,11424,12191,1577,25192,03/23/2024
ALLEGHANY,005,1730,3376,43,0,6,0,0,0,2850,7107,74,7,0,6,15,658,138,241,3564,3834,607,8005,03/23/2024
ANSON,007,8770,3120,56,2,11,0,0,0,4137,6823,6451,31,1,97,22,2485,186,141,6139,7396,2561,16096,03/23/2024
ASHE,009,3717,9272,106,2,10,0,0,0,7140,18621,117,24,2,52,18,1191,222,335,9123,10038,1086,20247,03/23/2024
AVERY,011,1296,7356,65,1,10,0,0,0,4104,11646,62,19,0,25,19,942,119,116,5733,6287,812,12832,03/23/2024
BEAUFORT,013,10217,12843,135,3,16,0,0,0,10990,23901,7153,41,2,59,69,2262,717,688,14642,17206,2356,34204,03/23/2024
BERTIE,015,7653,1705,38,1,2,0,0,0,3240,4598,7107,19,1,32,18,794,70,56,5266,6581,792,12639,03/23/2024
BLADEN,017,9151,5488,89,2,11,0,0,0,7751,12595,7495,404,3,23,92,1368,512,612,9805,11545,1142,22492,03/23/2024
BRUNSWICK,019,27214,53273,714,18,78,0,0,0,50513,109701,8994,385,9,520,254,9731,2216,2111,56074,64891,10845,131810,03/23/2024
BUNCOMBE,021,72568,44908,1642,109,159,0,0,0,89215,173452,10197,342,45,1555,991,16503,5516,5417,88989,104298,15314,208601,03/23/2024
BURKE,023,12487,23619,360,8,27,0,0,0,22434,49243,3065,90,1,949,128,4077,1382,1423,25845,28811,4279,58935,03/23/2024
CABARRUS,025,43655,51430,1225,68,187,0,0,0,58875,97602,31524,400,10,3559,744,14700,6901,7430,65264,76495,13681,155440,03/23/2024
CALDWELL,027,9290,26593,371,5,32,0,0,0,17613,46103,2553,73,0,186,134,3916,939,1166,23880,26436,3588,53904,03/23/2024
CAMDEN,029,1411,3222,76,0,12,0,0,0,3806,6988,938,10,1,35,18,381,156,64,3908,4188,431,8527,03/23/2024
CARTERET,031,9292,26034,359,7,36,0,0,0,20937,49022,2230,105,7,296,135,4121,749,750,24575,27814,4276,56665,03/23/2024
CASWELL,033,5946,4279,62,2,7,0,0,0,4945,9435,4549,23,1,30,49,940,214,234,6681,7605,955,15241,03/23/2024
CATAWBA,035,20102,48400,674,19,137,0,0,0,42611,87004,8736,145,4,2523,346,8688,4497,4970,48873,54394,8676,111943,03/23/2024
CHATHAM,037,20978,14370,326,13,49,0,0,0,25072,44616,5865,125,3,1062,257,6880,2000,2355,25039,29149,6620,60808,03/23/2024
CHEROKEE,039,3294,11986,151,1,9,0,0,0,7905,21743,248,119,1,88,32,881,234,247,11022,11844,480,23346,03/23/2024
CHOWAN,041,3628,3163,43,1,8,0,0,0,3522,6752,2863,14,5,16,24,578,113,87,4498,5489,378,10365,03/23/2024
CLAY,043,1378,4791,61,0,2,0,0,0,3618,9246,42,16,0,17,10,441,78,91,4504,4937,409,9850,03/23/2024
CLEVELAND,045,19753,26106,410,13,50,0,0,0,21510,47248,13324,89,4,315,221,5483,1158,1084,28928,33541,5373,67842,03/23/2024
COLUMBUS,047,14008,10929,114,4,6,0,0,0,11530,22173,10309,943,4,64,87,2407,604,569,15729,18587,2275,36591,03/23/2024
CRAVEN,049,19934,28349,597,21,100,0,0,0,27420,53210,14283,180,8,1195,289,4894,2362,2216,32768,38857,4796,76421,03/23/2024
CUMBERLAND,051,86953,49049,1834,82,306,0,0,0,75252,86413,85122,2359,69,3445,2075,20764,13229,13850,86006,107007,20463,213476,03/23/2024
CURRITUCK,053,3353,10236,218,4,35,0,0,0,10420,21002,1197,47,3,104,75,1372,466,261,11152,11785,1329,24266,03/23/2024
DARE,055,7491,11427,258,11,25,0,0,0,14047,30075,559,37,1,127,62,1808,590,360,14991,16493,1775,33259,03/23/2024
DAVIDSON,057,21252,56078,707,18,139,0,0,0,38147,92431,10718,244,6,864,263,8862,2953,3318,50548,57216,8577,116341,03/23/2024
DAVIE,059,4640,16544,159,10,43,0,0,0,11148,27375,1927,45,0,141,80,2315,661,879,14422,16092,2030,32544,03/23/2024
DUPLIN,061,10718,9920,132,9,27,0,0,0,10696,18390,8106,72,1,69,135,3108,1621,2423,13363,15650,2489,31502,03/23/2024
DURHAM,063,124428,23346,1191,77,243,0,0,0,85967,113527,73141,568,38,8558,2687,26799,9934,11760,92786,117907,24559,235252,03/23/2024
EDGECOMBE,065,20446,6615,105,4,36,0,0,0,7037,12001,19291,59,2,47,114,2120,609,634,13901,18240,2102,34243,03/23/2024
FORSYTH,067,97224,71052,1681,88,279,0,0,0,94313,159435,65264,513,30,3420,1527,23760,10688,13743,108565,133656,22416,264637,03/23/2024
FRANKLIN,069,16786,16282,389,9,49,0,0,0,18589,32982,12022,140,3,312,193,4726,1726,1953,21820,25028,5256,52104,03/23/2024
GASTON,071,40412,60447,1179,34,246,0,0,0,54088,108572,27556,332,4,1359,658,12547,5378,6099,66658,78423,11325,156406,03/23/2024
GATES,073,3413,2134,37,2,8,0,0,0,2669,5144,2449,16,0,11,40,519,84,55,3602,4102,559,8263,03/23/2024
GRAHAM,075,1078,3082,33,0,1,0,0,0,1907,5534,9,262,1,19,5,229,42,40,2862,3032,207,6101,03/23/2024
GRANVILLE,077,15933,11051,221,7,55,0,0,0,13416,23153,11514,78,3,180,193,4270,1292,1216,16548,19149,4986,40683,03/23/2024
GREENE,079,4799,2530,28,1,13,0,0,0,3541,5946,3756,12,0,17,24,678,479,522,4713,5632,567,10912,03/23/2024
GUILFORD,081,154911,88515,2214,98,290,0,0,0,131505,193535,125528,950,27,9740,2690,30345,14718,14257,158342,197326,21865,377533,03/23/2024
HALIFAX,083,20298,4857,103,3,42,0,0,0,10479,13701,18363,1038,5,173,138,1953,411,313,15293,18586,1903,35782,03/23/2024
HARNETT,085,23969,31023,804,32,128,0,0,0,30409,53430,17619,473,17,660,506,9018,4642,5484,35993,42204,8168,86365,03/23/2024
HAYWOOD,087,11919,16231,310,14,26,0,0,0,17564,42505,476,117,0,154,96,2177,539,626,20772,23617,1675,46064,03/23/2024
HENDERSON,089,17103,32168,624,28,74,0,0,0,39514,77650,2383,145,10,541,390,5946,2446,2972,38413,45626,5472,89511,03/23/2024
HERTFORD,091,8783,1565,38,2,9,0,0,0,3385,4452,8287,94,2,41,57,705,144,99,5687,7431,664,13782,03/23/2024
HOKE,093,13794,7477,312,16,26,0,0,0,12105,13240,12703,1970,16,348,255,2821,2377,2473,14616,17434,1680,33730,03/23/2024
